CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
02081030;LE RUISSEAU DE GUEBLANGE À BLANCHE-EGLISE;;970444;6861083;26;RGF93 / Lambert 93;57090;Blanche-Église;57;Moselle;44;Grand Est;CR356;;;;;;;;A7540300;A7540300;;2;Station qualité située sur un cours d'eau;;2003-01-01;2027-12-31;2023-04-12;;LE RUISSEAU DE GUEBLANGE À BLANCHE-EGLISE;0;Nature de la station inconnue;204;;;;
02081100;LA PETITE SEILLE À HABOUDANGE;;963636;6870318;26;RGF93 / Lambert 93;57281;Haboudange;57;Moselle;44;Grand Est;CR333;;;;;;;;A7610200;A76-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1988-01-01;;2023-03-17;Contrôle de surveillance DCE;LA PETITE SEILLE À HABOUDANGE;0;Nature de la station inconnue;213;;;;42.83
02081300;LA PETITE SEILLE À SALONNES;;956814;6860076;26;RGF93 / Lambert 93;57625;Salonnes;57;Moselle;44;Grand Est;CR333;;;;;;;;A7640200;A76-0200;;2;Station qualité située sur un cours d'eau;;1988-01-01;;2023-03-17;;LA PETITE SEILLE À SALONNES;0;Nature de la station inconnue;201;;;;154.45
02081700;LE RUISSEAU D'OSSON À MALAUCOURT-SUR-SEILLE;;946153;6865158;26;RGF93 / Lambert 93;57436;Malaucourt-sur-Seille;57;Moselle;44;Grand Est;CR361;;;;;;;;A7750100;A7--0100;;2;Station qualité située sur un cours d'eau;Station considérée comme représentative de CR361 pour les pollutions diffuses uniquement dans un premier temps, en raison de la proximité du bourg de Malaucourt et des rejets ponctuels possibles.\nAprès examen, on peut également la retenir pour les autres formes de risque (PG, HM), en veillant à positionner les points en amont du pont de la D21a;2007-01-01;;2021-11-17;;LE RUISSEAU D'OSSON À MALAUCOURT-SUR-SEILLE;0;Nature de la station inconnue;214;;;;
02081850;LE RUISSEAU DE SAINT-JEAN À CRAINCOURT;;943576;6870232;26;RGF93 / Lambert 93;57010;Alaincourt-la-Côte;57;Moselle;44;Grand Est;CR362;;;;;;;;A7800300;A7800300;;2;Station qualité située sur un cours d'eau;;2014-01-01;;2021-11-17;;LE RUISSEAU DE SAINT-JEAN À CRAINCOURT;0;Nature de la station inconnue;196;;;;
02082350;LA SEILLE À CHEMINOT;;928813;6875754;26;RGF93 / Lambert 93;57137;Cheminot;57;Moselle;44;Grand Est;CR335;;;;;;;;A7850100;A7--0100;;2;Station qualité située sur un cours d'eau;;1964-01-01;;2023-07-17;;LA SEILLE À CHEMINOT;0;Nature de la station inconnue;180;;;;1042.93
02082845;LE GRAND FOSSE À CUVRY;;931575;6886149;26;RGF93 / Lambert 93;57553;Pournoy-la-Chétive;57;Moselle;44;Grand Est;CR368;;;;;;;;A7870390;A7870390;;2;Station qualité située sur un cours d'eau;;2014-01-01;2027-12-31;2023-04-12;;LE GRAND FOSSE À CUVRY;0;Nature de la station inconnue;0;;;;
02082878;LE SAINT-PIERRE À METZ (MAGNY);;933341;6890370;26;RGF93 / Lambert 93;57463;Metz;57;Moselle;44;Grand Est;CR369;;;;;;;;A7870790;A7870790;;2;Station qualité située sur un cours d'eau;;2014-01-01;2026-12-31;2022-04-04;;LE SAINT-PIERRE À METZ (MAGNY);0;Nature de la station inconnue;180;;;;
02082970;LE RUISSEAU DE VALLIERES À VANTOUX;;935811;6896899;26;RGF93 / Lambert 93;57693;Vantoux;57;Moselle;44;Grand Est;CR371;;;;;;;;A7890300;A7890300;;2;Station qualité située sur un cours d'eau;;1998-01-01;;2022-04-06;;LE RUISSEAU DE VALLIERES À VANTOUX;0;Nature de la station inconnue;179;;;;
02082985;LE RUISSEAU DE SAULNY À SAULNY;;927974;6899287;26;RGF93 / Lambert 93;57634;Saulny;57;Moselle;44;Grand Est;CR372;;;;;;;;A7900300;A7900300;;2;Station qualité située sur un cours d'eau;Attention : Changement de numéro le 09-04-2008 - Correction amont aval - Ancien numéro 02082990.;2008-01-01;2020-12-31;2020-12-10;;LE RUISSEAU DE SAULNY À SAULNY;0;Nature de la station inconnue;195;;;;
02084100;LA FEIGNE À WOIPPY;;930457;6902456;26;RGF93 / Lambert 93;57751;Woippy;57;Moselle;44;Grand Est;CR374;;;;;;;;A7900630;A7900630;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-09-25;;LA FEIGNE À WOIPPY;0;Nature de la station inconnue;165;;;;
02084650;LE BILLERON À MAIZIERES-LES-METZ;;930638;6906028;26;RGF93 / Lambert 93;57433;Maizières-lès-Metz;57;Moselle;44;Grand Est;CR377;;;;;;;;A7920470;A7920470;;2;Station qualité située sur un cours d'eau;;2008-01-01;2027-12-31;2023-09-25;;LE BILLERON À MAIZIERES-LES-METZ;0;Nature de la station inconnue;164;;;;
02084800;LA BARCHE À TALANGE;;930836;6909553;26;RGF93 / Lambert 93;57663;Talange;57;Moselle;44;Grand Est;CR378;;;;;;;;A7930470;A7930470;;2;Station qualité située sur un cours d'eau;;2008-01-01;2027-12-31;2023-09-15;;LA BARCHE À TALANGE;0;Nature de la station inconnue;161;;;;
02089000;L'ORNE À ROSSELANGE;;923179;6910359;26;RGF93 / Lambert 93;57597;Rosselange;57;Moselle;44;Grand Est;CR381;;;;;;;;A8430100;A8--0100;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1971-01-01;;2023-03-16;;L'ORNE À ROSSELANGE;0;Nature de la station inconnue;167;;;;1243.32
02092600;LE RUISSEAU DE VEYMERANGE À THIONVILLE;;929186;6920545;26;RGF93 / Lambert 93;57672;Thionville;57;Moselle;44;Grand Est;CR401;;;;;;;;A8600300;A8600300;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2021-11-17;;LE RUISSEAU DE VEYMERANGE À THIONVILLE;0;Nature de la station inconnue;156;;;;21.31
02093170;LA BIBICHE À VALMESTROFF;;935987;6922690;26;RGF93 / Lambert 93;57689;Valmestroff;57;Moselle;44;Grand Est;CR400;;;;;;;;A8630200;A86-0200;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-04-12;;LA BIBICHE À VALMESTROFF;0;Nature de la station inconnue;161;;;;
02093600;LA CANNER À HOMBOURG-BUDANGE;;943117;6913929;26;RGF93 / Lambert 93;57331;Hombourg-Budange;57;Moselle;44;Grand Est;CR404;;;;;;;;A8710200;A87-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2020-12-07;;LA CANNER À HOMBOURG-BUDANGE;0;Nature de la station inconnue;192;;;;48.88
02094000;LA CANNER À KOENIGSMACKER;;937588;6926276;26;RGF93 / Lambert 93;57370;Kœnigsmacker;57;Moselle;44;Grand Est;CR404;;;;;;;;A8730200;A87-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-03-16;;LA CANNER À KOENIGSMACKER;0;Nature de la station inconnue;151;;;;107.99
02094500;LA BOLER À GAVISSE;;938260;6930965;26;RGF93 / Lambert 93;57245;Gavisse;57;Moselle;44;Grand Est;CR405;;;;;;;;A8820200;A88-0200;;2;Station qualité située sur un cours d'eau;;1989-01-01;;2020-12-09;;LA BOLER À GAVISSE;0;Nature de la station inconnue;151;;;;91.72
02094700;LE RUISSEAU D'OUDRENNE À KOENIGSMACKER;;940311;6927139;26;RGF93 / Lambert 93;57370;Kœnigsmacker;57;Moselle;44;Grand Est;CR406;;;;;;;;A8830300;A8830300;;2;Station qualité située sur un cours d'eau;;2006-01-01;;2023-03-16;Contrôle de surveillance DCE;LE RUISSEAU D'OUDRENNE À KOENIGSMACKER;0;Nature de la station inconnue;167;;;;26.84
02094800;LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK;;939631;6935129;26;RGF93 / Lambert 93;57076;Beyren-lès-Sierck;57;Moselle;44;Grand Est;CR407;;;;;;;;A8850300;A8850300;;2;Station qualité située sur un cours d'eau;;2007-01-01;;2022-08-03;Bilan internationale;LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK;0;Nature de la station inconnue;159;;;;
02094920;LE RUISSEAU D'APACH À APACH;;945602;6934072;26;RGF93 / Lambert 93;57026;Apach;57;Moselle;44;Grand Est;CR409;;;;;;;;A8880300;A8880300;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%"\nAnciennement numérotée 02094960 : LE RUISSEAU DE MANDEREN À APACH\n;1993-01-01;;2023-03-16;;LE RUISSEAU D'APACH À APACH;0;Nature de la station inconnue;173;;;;
02094930;LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE;;923221;6932697;26;RGF93 / Lambert 93;57731;Volmerange-les-Mines;57;Moselle;44;Grand Est;CR717;;;;;;;;A8920300;A8920300;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2023-03-16;;LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE;0;Nature de la station inconnue;303;;;;
02094940;LE KAELBACH À OTTANGE (AVAL);;919349;6931516;26;RGF93 / Lambert 93;57529;Ottange;57;Moselle;44;Grand Est;CR716;;;;;;;;A8910300;A8910300;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2021-11-08;;LE KAELBACH À OTTANGE (AVAL);0;Nature de la station inconnue;303;;;;
02094950;L'ALZETTE À AUDUN-LE-TICHE;;914957;6935816;26;RGF93 / Lambert 93;57038;Audun-le-Tiche;57;Moselle;44;Grand Est;CR715;;;;;;;;A8900200;A89-0200;;2;Station qualité située sur un cours d'eau;Impossibilité pratique de créer un point poisson;1964-01-01;;2023-04-04;;L'ALZETTE À AUDUN-LE-TICHE;0;Nature de la station inconnue;297;;;;21.8
02094973;LA SARRE BLANCHE À TURQUESTEIN-BLANCRUPT (AMONT STORINDAL);;999267;6839344;26;RGF93 / Lambert 93;57682;Turquestein-Blancrupt;57;Moselle;44;Grand Est;CR411;;;;;;;;A9000100;A9--0100;;2;Station qualité située sur un cours d'eau;;2009-01-01;;2023-02-17;;LA SARRE BLANCHE À TURQUESTEIN-BLANCRUPT (AMONT STORINDAL);0;Nature de la station inconnue;316;11.5;;;
02094979;LE RUISSEAU D'ABRESCHVILLER À ABRESCHVILLER;;1004284;6841926;26;RGF93 / Lambert 93;57003;Abreschviller;57;Moselle;44;Grand Est;CR411;;;;;;;;A9010520;A9010520;;2;Station qualité située sur un cours d'eau;;1994-01-01;;2023-09-15;;LE RUISSEAU D'ABRESCHVILLER À ABRESCHVILLER;0;Nature de la station inconnue;333;;;;21.63
02095325;LA BIEVRE À TROISFONTAINES (MELKERHOF);;1001981;6849029;26;RGF93 / Lambert 93;57680;Troisfontaines;57;Moselle;44;Grand Est;CR422;;;;;;;;A9030300;A9030300;;2;Station qualité située sur un cours d'eau;;2014-01-01;2020-12-31;2021-07-13;;LA BIEVRE À TROISFONTAINES (MELKERHOF);0;Nature de la station inconnue;286;;;;
02096480;LE BRUCHBACH À KIRRBERG;;998980;6867369;26;RGF93 / Lambert 93;67241;Kirrberg;67;Bas-Rhin;44;Grand Est;CR427;;;;;;;;A9060210;A90-0210;;2;Station qualité située sur un cours d'eau;;2008-01-01;;2023-09-25;;LE BRUCHBACH À KIRRBERG;0;Nature de la station inconnue;239;;;;
02096500;L'ISCH À WOLFSKIRCHEN;;998720;6871326;26;RGF93 / Lambert 93;67552;Wolfskirchen;67;Bas-Rhin;44;Grand Est;CR420;;;;;;;;A9060210;A90-0210;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2019-11-06;;L'ISCH À WOLFSKIRCHEN;0;Nature de la station inconnue;228;;;;152.9
02096520;L'OTTERBACH À DIEDENDORF;;997160;6871761;26;RGF93 / Lambert 93;67091;Diedendorf;67;Bas-Rhin;44;Grand Est;CR428;;;;;;;;A9070310;A9070310;;2;Station qualité située sur un cours d'eau;Données provisoire;2008-01-01;2021-12-31;2021-05-05;Evaluation;L'OTTERBACH À DIEDENDORF;0;Nature de la station inconnue;225;;;;
02096645;LE NAUBACH À BELLES-FORETS;;987826;6863779;26;RGF93 / Lambert 93;57086;Belles-Forêts;57;Moselle;44;Grand Est;CR430;;;;;;;;A9080300;A9080300;;2;Station qualité située sur un cours d'eau;;2011-01-01;2026-12-31;2023-01-12;;LE NAUBACH À BELLES-FORETS;0;Nature de la station inconnue;243;;;;
02096900;LA SARRE À KESKASTEL;;995578;6881982;26;RGF93 / Lambert 93;67234;Keskastel;67;Bas-Rhin;44;Grand Est;CR413;;;;;;;;A9090100;A9--0100;;2;Station qualité située sur un cours d'eau;;1965-01-01;;2023-04-27;;LA SARRE À KESKASTEL;0;Nature de la station inconnue;213;;;;879.45
02096975;LA MODERBACH À HOLVING;;989919;6886947;26;RGF93 / Lambert 93;57330;Holving;57;Moselle;44;Grand Est;CR434;;;;;;;;A9150210;A91-0210;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2021-05-05;;LA MODERBACH À HOLVING;0;Nature de la station inconnue;217;;;;72.01
02096990;LA RODE À SARRALBE;;992910;6882564;26;RGF93 / Lambert 93;57628;Sarralbe;57;Moselle;44;Grand Est;CR435;;;;;;;;A9180220;A91-0220;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2021-11-18;;LA RODE À SARRALBE;0;Nature de la station inconnue;213;;;;127.07
02097000;L'ALBE À SARRALBE;;993481;6883308;26;RGF93 / Lambert 93;57628;Sarralbe;57;Moselle;44;Grand Est;CR433;;;;;;;;A9190200;A91-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-03-17;;L'ALBE À SARRALBE;0;Nature de la station inconnue;212;;;;405.8
02098100;L'EICHEL À FROHMUHL;;1013341;6876058;26;RGF93 / Lambert 93;67148;Frohmuhl;67;Bas-Rhin;44;Grand Est;CR436;;;;;;;;A9210200;A92-0200;;2;Station qualité située sur un cours d'eau;;2002-01-01;2026-12-31;2022-11-21;;L'EICHEL À FROHMUHL;0;Nature de la station inconnue;248;;;;15.94
02098200;L'EICHEL À WALDHAMBACH;;1008109;6876362;26;RGF93 / Lambert 93;67002;Adamswiller;67;Bas-Rhin;44;Grand Est;CR437;;;;;;;;A9210200;A92-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2019-11-06;;L'EICHEL À WALDHAMBACH;0;Nature de la station inconnue;240;;;;56.95
02098800;L'EICHEL À OERMINGEN;;1002076;6885722;26;RGF93 / Lambert 93;67355;Oermingen;67;Bas-Rhin;44;Grand Est;CR438;;;;;;;;A9260200;A92-0200;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2023-06-28;;L'EICHEL À OERMINGEN;0;Nature de la station inconnue;215;;;;276.79
02098980;LE SCHWARZBACH À WIESVILLER;;1003766;6894603;26;RGF93 / Lambert 93;57745;Wiesviller;57;Moselle;44;Grand Est;CR449;;;;;;;;A9300920;A9300920;;2;Station qualité située sur un cours d'eau;;2010-01-01;2027-12-31;2023-09-25;;LE SCHWARZBACH À WIESVILLER;0;Nature de la station inconnue;256;;;;
02099550;LE STEINBACH À REMELFING;;997459;6896080;26;RGF93 / Lambert 93;57568;Rémelfing;57;Moselle;44;Grand Est;CR450;;;;;;;;A9310440;A9310440;;2;Station qualité située sur un cours d'eau;Cours d'eau nommé BURGERBACH dans BDCARTHAGE;2010-01-01;;2023-09-25;;LE STEINBACH À REMELFING;0;Nature de la station inconnue;206;;;;
02099800;LA BLIES À BLIES-GUERSVILLER;;997574;6902048;26;RGF93 / Lambert 93;57093;Blies-Guersviller;57;Moselle;44;Grand Est;CR444;;;;;;;;A9370200;A93-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%"\nImpossibilité pratique de création d'un point poisson;1997-01-01;;2022-01-10;;LA BLIES À BLIES-GUERSVILLER;0;Nature de la station inconnue;198;;;;34
02100100;L'ALTWIESENBACH À SARREGUEMINES (WELFERDING);;995105;6898052;26;RGF93 / Lambert 93;57631;Sarreguemines;57;Moselle;44;Grand Est;CR453;;;;;;;;A9400320;A9400320;;2;Station qualité située sur un cours d'eau;;2010-01-01;;2022-11-23;;L'ALTWIESENBACH À SARREGUEMINES (WELFERDING);0;Nature de la station inconnue;197;;;;
02100603;LA HORN À WALDHOUSE;;1026632;6901998;26;RGF93 / Lambert 93;57738;Waldhouse;57;Moselle;44;Grand Est;CR445;;;;;;;;A9330210;A93-0210;;2;Station qualité située sur un cours d'eau;;2016-01-01;;2023-02-17;;LA HORN À WALDHOUSE;0;Nature de la station inconnue;0;;;;
02100830;LE SCHWALBACH À LOUTZVILLER;;1018202;6902727;26;RGF93 / Lambert 93;57421;Loutzviller;57;Moselle;44;Grand Est;CR446;;;;;;;;A9350220;A93-0220;;2;Station qualité située sur un cours d'eau;Impossibilité pratique de créer un point poisson.;1991-01-01;;2023-03-16;Contrôle de surveillance DCE;LE SCHWALBACH À LOUTZVILLER;0;Nature de la station inconnue;243;;;;
02101050;LA ROSSELLE À MACHEREN;;974571;6897403;26;RGF93 / Lambert 93;57428;Macheren;57;Moselle;44;Grand Est;CR456;;;;;;;;A9500200;A95-0200;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2023-09-25;;LA ROSSELLE À MACHEREN;0;Nature de la station inconnue;220;;;;58.2
02103800;LA ROSSELLE À PETITE-ROSSELLE;;979432;6908069;26;RGF93 / Lambert 93;57537;Petite-Rosselle;57;Moselle;44;Grand Est;CR457;;;;;;;;A9530200;A95-0200;;2;Station qualité située sur un cours d'eau;Impossibilité pratique de créer un point poisson;1964-01-01;;2023-09-25;;LA ROSSELLE À PETITE-ROSSELLE;0;Nature de la station inconnue;192;;;;174.5
02103850;LA BISTEN À CREUTZWALD;;968651;6909168;26;RGF93 / Lambert 93;57160;Creutzwald;57;Moselle;44;Grand Est;CR458;;;;;;;;A9610200;A96-0200;;2;Station qualité située sur un cours d'eau;Impossibilité pratique de créer un point poisson;1971-01-01;;2023-03-17;;LA BISTEN À CREUTZWALD;0;Nature de la station inconnue;203;;;;56.2
02103950;LA NIED ALLEMANDE À PONTPIERRE;;966208;6888193;26;RGF93 / Lambert 93;57549;Pontpierre;57;Moselle;44;Grand Est;CR459;;;;;;;;A9830200;A98-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2020-01-09;;LA NIED ALLEMANDE À PONTPIERRE;0;Nature de la station inconnue;246;;;;170.61
02104000;LA NIED ALLEMANDE À GUINGLANGE;;957706;6891748;26;RGF93 / Lambert 93;57276;Guinglange;57;Moselle;44;Grand Est;CR460;;;;;;;;A9850200;A98-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2019-03-26;;LA NIED ALLEMANDE À GUINGLANGE;0;Nature de la station inconnue;230;;;;278.67
02104400;LA NIED FRANCAISE À BAUDRECOURT;;952460;6878837;26;RGF93 / Lambert 93;57054;Baudrecourt;57;Moselle;44;Grand Est;CR416;;;;;;;;A9700120;A9--0120;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2023-09-25;;LA NIED FRANCAISE À BAUDRECOURT;0;Nature de la station inconnue;226;;;;113.68
02105000;LA NIED FRANCAISE À PONTIGNY;;949537;6899515;26;RGF93 / Lambert 93;57150;Condé-Northen;57;Moselle;44;Grand Est;CR417;;;;;;;;A9750120;A9--0120;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-07-27;;LA NIED FRANCAISE À PONTIGNY;0;Nature de la station inconnue;207;;;;500.73
02106430;LE REMEL À NEUNKIRCHEN-LES-BOUZONVILLE;;959207;6921663;26;RGF93 / Lambert 93;57502;Neunkirchen-lès-Bouzonville;57;Moselle;44;Grand Est;CR468;;;;;;;;A9950300;A9950300;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";2006-01-01;;2023-03-16;Bilan internationale;LE REMEL À NEUNKIRCHEN-LES-BOUZONVILLE;0;Nature de la station inconnue;198;;;;
02106665;LE RUISSEAU DE SAUVILLE À SAUVILLE;;902538;6788170;26;RGF93 / Lambert 93;88448;Sauville;88;Vosges;44;Grand Est;B1R488;;;;;;;;B1030440;B1030440;;2;Station qualité située sur un cours d'eau;;2008-01-01;2027-12-31;2023-09-25;;LE RUISSEAU DE SAUVILLE À SAUVILLE;0;Nature de la station inconnue;333;;;;
02106750;LE MOUZON À VILLARS;;900878;6805338;26;RGF93 / Lambert 93;88104;Circourt-sur-Mouzon;88;Vosges;44;Grand Est;B1R486;;;;;;;;B1090200;B10-0200;;2;Station qualité située sur un cours d'eau;;1973-01-01;;2021-11-16;;LE MOUZON À VILLARS;0;Nature de la station inconnue;291;;;;403.47
02106800;LA SAÔNNELLE À VILLOUXEL;;891613;6807785;26;RGF93 / Lambert 93;88511;Villouxel;88;Vosges;44;Grand Est;B1R490;;;;;;;;B1120200;B11-0200;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2023-03-16;;LA SAÔNNELLE À VILLOUXEL;0;Nature de la station inconnue;300;;;;77.94
02106850;LE VAIR À BELMONT-SUR-VAIR;;915348;6798801;26;RGF93 / Lambert 93;88051;Belmont-sur-Vair;88;Vosges;44;Grand Est;B1R493;;;;;;;;B1220200;B12-0200;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2021-11-16;;LE VAIR À BELMONT-SUR-VAIR;0;Nature de la station inconnue;320;;;;137.26
02106862;LE VAIR À VOUXEY;;910096;6809465;26;RGF93 / Lambert 93;88523;Vouxey;88;Vosges;44;Grand Est;;;;;;;;;B1230200;B12-0200;;2;Station qualité située sur un cours d'eau;Créée sous le nom provisoire STATION REPRÉS. ME B1R493 - VAIR 2 et le numéro NWB1R493;2018-01-01;2027-12-31;2023-09-25;;LE VAIR À VOUXEY;0;Nature de la station inconnue;0;;;;
02106900;LE VAIR À SOULOSSE;;902264;6814853;26;RGF93 / Lambert 93;88460;Soulosse-sous-Saint-Élophe;88;Vosges;44;Grand Est;B1R494;;;;;;;;B1280200;B12-0200;;2;Station qualité située sur un cours d'eau;;1973-01-01;;2021-12-07;;LE VAIR À SOULOSSE;0;Nature de la station inconnue;282;;;;442.56
02107600;L'AROFFE À AROFFE;;914551;6815130;26;RGF93 / Lambert 93;88013;Aroffe;88;Vosges;44;Grand Est;B1R503;;;;;;;;B2010200;B20-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2022-04-05;;L'AROFFE À AROFFE;0;Nature de la station inconnue;352;;;;35.85
06000990;SAONE A BELRUPT ;;930888;6781191;26;RGF93 / Lambert 93;88052;Belrupt;88;Vosges;44;Grand Est;FRDR699b;;;;;;;;U0000000;U---0000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2022-12-16;;Pont de Belrupt;M;Station de mesure Manuelle;292;;;;
06000998;SAONE A MONTHUREUX-SUR-SAONE 2;;919249;6772736;26;RGF93 / Lambert 93;88310;Monthureux-sur-Saône;88;Vosges;44;Grand Est;DR698;;;;;;;;U0020000;U---0000;;2;Station qualité située sur un cours d'eau;;2007-10-26;;2022-12-16;;Pont de Mont de Savillon;M;Station de mesure Manuelle;241;;;;
06001312;CONEY A URIMENIL 2;;954190;6783295;26;RGF93 / Lambert 93;88481;Uriménil;88;Vosges;44;Grand Est;DR694;;;;;;;;U0100400;U01-0400;;2;Station qualité située sur un cours d'eau;;2022-06-15;;2022-06-15;;Non précisé;M;Station de mesure Manuelle;375;;;;
06001313;CONEY A URIMENIL 3;;953154;6783186;26;RGF93 / Lambert 93;88481;Uriménil;88;Vosges;44;Grand Est;;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2022-06-15;;2022-06-15;;Non précisé;M;Station de mesure Manuelle;361;;;;
06001314;CONEY A URIMENIL 4;;952554;6783157;26;RGF93 / Lambert 93;88481;Uriménil;88;Vosges;44;Grand Est;DR694;;;;;;;;U0100400;U01-0400;;2;Station qualité située sur un cours d'eau;;2022-06-15;;2022-06-15;;Non précisé;M;Station de mesure Manuelle;355;;;;
06001316;CONEY A URIMENIL 5;;953854;6783063;26;RGF93 / Lambert 93;88481;Uriménil;88;Vosges;44;Grand Est;DR694;;;;;;;;U0100400;U01-0400;;2;Station qualité située sur un cours d'eau;;2022-06-15;;2022-06-15;;Non précisé;M;Station de mesure Manuelle;369;;;;
06091100;RUISSEAU DE CONE A UZEMAIN;;948725;6780194;26;RGF93 / Lambert 93;88484;Uzemain;88;Vosges;44;Grand Est;DR12002;;;;;;;;U0100560;U0100560;;2;Station qualité située sur un cours d'eau;;2012-03-21;;2019-10-29;;Bois du Battant;M;Station de mesure Manuelle;328;;;;
06408800;AUGRONNE A PLOMBIERES-LES-BAINS ;;955399;6765852;26;RGF93 / Lambert 93;88351;Plombières-les-Bains;88;Vosges;44;Grand Est;FRDR687b;;;;;;;;U0440500;U0440500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2022-12-16;;Pont bordure D 157 - lieu dit La Balance - aval Plombières;M;Station de mesure Manuelle;350;;;;
06455540;SUARCINE A MONTREUX-VIEUX ;;1001541;6730662;26;RGF93 / Lambert 93;68214;Montreux-Jeune;68;Haut-Rhin;44;Grand Est;DR20001;;;;;;;;U2300530;U2300530;;2;Station qualité située sur un cours d'eau;;2009-10-22;;2022-12-16;;Captage près voie ferrée;M;Station de mesure Manuelle;340;;;;
